id	case	support	answer	question	distractor1	distractor2	distractor3		Does the question make sense wrt the given context?	Does the answer belong to the question?	Are the distractors plausible?
22	no_answer	A vector is any quantity that has magnitude and direction. A scalar is any quantity that has magnitude but no direction. Displacement and velocity are vectors, whereas distance and speed are scalars. In one-dimensional motion, direction is specified by a plus or minus sign to signify left or right, up or down, and the like.	vector	What is any quantity that has magnitude and direction called?	scalar	force	momentum		3	3	3
23	ground_truth	Carbon dioxide is given off when dead organisms and other organic materials decompose.	carbon dioxide	What gas is released when dead organisms and other organic materials decompose?	hydrogen peroxide	carbon monoxide	nitrous oxide				
23	answer_given	Carbon dioxide is given off when dead organisms and other organic materials decompose.	carbon dioxide	What gas is given off when dead organisms and other organic materials decompose?	carbon monoxide	hydrogen	oxygen		3	3	3
23	no_answer	Carbon dioxide is given off when dead organisms and other organic materials decompose.	carbon dioxide	What gas is given off when dead organisms and other organic materials decompose?	carbon monoxide	hydrogen	oxygen		3	3	3
24	ground_truth	Kidney dialysis is the process of filtering wastes from the blood using a machine.	dialysis	What is the process of filtering waste from the kidneys?	virus	stones	inflammation				
24	answer_given	Kidney dialysis is the process of filtering wastes from the blood using a machine.	dialysis	What is the process of filtering wastes from the blood using a machine?	filtration	extraction	filtration		3	3	3
24	no_answer	Kidney dialysis is the process of filtering wastes from the blood using a machine.	kidney dialysis	What is the process of filtering wastes from the blood using a machine?	kidney transplant	kidney surgery	kidney transplant		3	3	1
25	ground_truth	For the first year after birth, a baby is called an infant. Childhood begins at age two and continues until adolescence. Adolescence is the last stage of life before adulthood.	infant	During the first year after birth, what is a baby called?	toddler	newborn	fetus				
25	answer_given	For the first year after birth, a baby is called an infant. Childhood begins at age two and continues until adolescence. Adolescence is the last stage of life before adulthood.	infant	What is the term for a baby during the first year of life?	toddler	child	baby		3	3	3
25	no_answer	For the first year after birth, a baby is called an infant. Childhood begins at age two and continues until adolescence. Adolescence is the last stage of life before adulthood.	infant	What is the term for a baby during the first year of life?	toddler	child	baby		3	3	3
26	ground_truth	Phylum Echinodermata Echinodermata are so named owing to their spiny skin (from the Greek “echinos” meaning “spiny” and “dermos” meaning “skin”), and this phylum is a collection of about 7,000 described living species. Echinodermata are exclusively marine organisms. Sea stars (Figure 28.44), sea cucumbers, sea urchins, sand dollars, and brittle stars are all examples of echinoderms. To date, no freshwater or terrestrial echinoderms are known. Morphology and Anatomy Adult echinoderms exhibit pentaradial symmetry and have a calcareous endoskeleton made of ossicles, although the early larval stages of all echinoderms have bilateral symmetry. The endoskeleton is developed by epidermal cells and may possess pigment cells, giving vivid colors to these animals, as well as cells laden with toxins. Gonads are present in each arm. In echinoderms like sea stars, every arm bears two rows of tube feet on the oral side. These tube feet help in attachment to the substratum. These animals possess a true coelom that is modified into a unique circulatory system called a water vascular system. An interesting feature of these animals is their power to regenerate, even when over 75 percent of their body mass is lost.	endoskeleton	Exemplified by sea stars and sand dollars, echinoderms have a calcareous structure developed by pigment cells and made of ossicles, which is called what?	hydrostatic skeleton	exoskeleton	thorax				
